record_id,title,year,source,Final_decision,Final_reason_code,Final_notes,FullText_needed
R00657,A phase II study of lapatinib monotherapy in chemotherapy-refractory HER2-positive and HER2-negative advanced or metastatic breast cancer,2008.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00658,Can we circumvent resistance to ErbB2-targeted agents by targeting novel pathways?,2008.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00659,Circumventing de novo and acquired resistance to trastuzumab: New hope for the care of ErbB2-positive breast cancer,2008.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00660,HER2-positive breast cancer: From trastuzumab to innovatory anti-HER2 strategies,2008.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00661,Management of HER-2/neu-positive metastatic breast cancer,2008.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00662,Cancer Patients Admitted to Nursing Homes: What Do We Know?,2008.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00663,"Novel cytotoxic drugs: Old challenges, new solutions",2008.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00664,The emerging role of lapatinib in HER2-positive breast cancer,2008.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00665,The breast cancer continuum in hormone-receptor-positive breast cancer in postmenopausal women: Evolving management options focusing on aromatase inhibitors,2008.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00666,Cytotoxic chemotherapy: clinical aspects,2008.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00668,"Combination of trastuzumab and tanespimycin (17-AAG, KOS-953) is safe and active in trastuzumab-refractory HER-2-overexpressing breast cancer: A phase I dose-escalation study",2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00669,The role of trastuzumab in early stage breast cancer: Current data and treatment recommendations,2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00670,Nanomedicines: A new approach for the treatment of serious diseases,2007.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00671,Lapatinib: A tyrosine kinase inhibitor with clinical role in breast cancer,2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00672,Combinatorial strategies for cancer eradication by silibinin and cytotoxic agents: Efficacy and mechanisms,2007.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00673,HER2-positive breast cancer,2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00674,Nab-paclitaxel for breast cancer: a new formulation with an improved safety profile and greater efficacy,2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00675,Lapatinib,2007.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00676,Pharmacogenetics of oxazaphosphorines and its clinical implications,2007.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00677,Targeting the human epidermal growth factor receptor 2 (HER2) in the treatment of breast cancer: Recent advances and future directions,2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00678,The combination of letrozole and trastuzumab as first or second-line biological therapy produces durable responses in a subset of HER2 positive and ER positive advanced breast cancers,2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00679,Lapatinib: A dual inhibitor of EGFR and HER2 tyrosine kinase activity,2007.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00680,HER2/neu role in breast cancer: From a prognostic foe to a predictive friend,2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00681,Chemotherapy Dosing Part I: Scientific Basis for Current Practice and Use of Body Surface Area,2007.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00682,"Integrating biological agents into systemic therapy of breast cancer: Trastuzumab, lapatinib, bevacizumab",2007.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00683,High-dose chemotherapy followed by autologous hematopoietic stem-cell transplantation for the treatment of solid tumors in adults: A critical review,2007.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00685,Targeting the EGFR pathway for cancer therapy,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00686,Neoadjuvant use of hormonal therapy in elderly patients with early or locally advanced hormone receptor-positive breast cancer,2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00687,Simultaneous amplification of HER-2 (ERBB2) and topoisomerase IIα (TOP2A) genes - Molecular basis for combination chemotherapy in cancer,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00688,Development and assessment of conventional and targeted drug combinations for use in the treatment of aggressive breast cancers,2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00689,Contributions of pharmacogenomics to enhance the efficiency of randomized clinical trials; Aspectos metodológicos y éticos de la farmacogenómica en los ensayos clínicos aleatorizados,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00690,"The 3rd InterAmerican Breast Cancer Conference Fiesta Americana Grand Coral Beach Hotel, Cancun, Mexico July 27-29, 2006",2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00691,Novel Agents That Target Tublin and Related Elements,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00692,Early reduction in left ventricular contractile reserve detected by dobutamine stress echo predicts high-dose chemotherapy-induced cardiac toxicity,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00694,Cyclooxygenase-2 as a target for anticancer drug development,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00695,New emerging drugs in soft tissue sarcoma,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00697,Trastuzumab and breast cancer: Developments and current status,2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00698,"Paclitaxel-carboplatin combination chemotherapy in advanced breast cancer: Accumulating evidence for synergy, efficacy, and safety",2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00699,Principles of chemotherapy and radiotherapy,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00700,Efficacy of high-dose alkylating chemotherapy in HER2/neu-negative breast cancer,2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00701,Should patients undergoing chemotherapy and radiotherapy be prescribed antioxidants?,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00702,"Tesmilifene may enhance breast cancer chemotherapy by killing a clone of aggressive, multi-drug resistant cells through its action on the p-glycoprotein pump",2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00703,Trastuzumab and antiestrogen therapy: Focus on mechanisms of action and resistance,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00704,Extended adjuvant therapy with letrozole: Reducing the risk of recurrence,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00705,Metastatic breast cancer - Highlights at ASCO 2006,2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00706,Sunitinib: A newly approved small-molecule inhibitor of angiogenesis,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00707,The role of chemotherapy in the treatment of malignant astrocytomas,2006.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00708,Paclitaxel in breast cancer,2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00709,"Vinorelbine in the management of breast cancer: New perspectives, revived role in the era of targeted therapy",2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00710,Prospect for anti-HER2 receptor therapy in breast cancer,2006.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00711,Gefitinib (ZD1839) combined with weekly epirubicin in patients with metastatic breast cancer: A phase I study with biological correlate,2005.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00713,Weekly administration of docetaxel and paclitaxel in metastatic or advanced breast cancer,2005.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00714,"Phase II study of tariquidar, a selective P-glycoprotein inhibitor, in patients with chemotherapy-resistant, advanced breast carcinoma",2005.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00715,Medicinal benefits of green tea: Part II. Review of anticancer properties,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00716,Metabolism and transport of oxazaphosphorines and the clinical implications,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00717,Polymer-drug conjugates: Towards a novel approach for the treatment of endrocine-related cancer,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00718,The use of liposomal daunorubicin (DaunoXome) in acute myeloid leukemia,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00719,Capecitabine: Effective oral fluoropyrimidine chemotherapy,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00720,Meeting report: The international conference on tumor progression and therapeutic resistance,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00722,Toxicity of the topoisomerase II inhibitors,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00723,Targeted therapies in breast cancer,2005.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00725,"New Drugs in Cancer Therapy, National Tumor Institute, Naples, 17-18 June 2004",2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00726,Mechanisms of trastuzumab resistance and their clinical implications,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00727,Concepts and clinical trials of dose-dense chemotherapy for breast cancer,2005.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00728,"ECCO 13 - The European Cancer Conference, Paris, France. October 30 to November 3, 2005",2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00729,How to maximize the efficacy of taxanes in breast cancer,2005.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00730,Anthracycline pretreated patients: Who is who in the chemotherapy choice of relapsed breast cancer?,2005.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00731,Relevance of high-dose chemotherapy in solid tumours,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00732,Vascular disrupting agents: A new class of drug in cancer therapy,2005.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00733,Facts and controversies in systemic treatment of metastatic breast cancer,2004.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00734,Pegylated liposomal doxorubicin: Proof of principle using preclinical animal models and pharmacokinetic studies,2004.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00735,Future options with trastuzumab for primary systemic and adjuvant therapy,2004.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00736,"Addition of cyclosporin A to the combination of mitoxantrone and etoposide to overcome resistance to chemotherapy in refractory or relapsing acute myeloid leukaemia: A randomised phase II trial from HOVON, the Dutch-Belgian Haemato-Oncology Working Group for adults",2004.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00737,A review of selected anti-tumour therapeutic agents and reasons for multidrug resistance occurrence,2004.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00738,Exercise issues in older cancer survivors,2004.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00739,Second Line Chemotherapy with 5 Fluorouracil and Vinorelbine in Anthracycline and Taxane Pretreated Patients with Metastatic Breast Cancer,2004.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00740,Recent anticancer cytotoxic agents,2004.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00741,Selected highlights from the 26th San Antonio Breast Cancer Symposium,2004.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00742,Management of endocrine resistant breast cancer,2004.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00744,Phase II study of weekly docetaxel alone or in combination with trastuzumab in patients with metastatic breast cancer,2004.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00745,Unexpected toxicities in elderly patients treated with oral idarubicin in metastatic breast cancer: The GINECO experience,2004.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00746,Her-2/Neu as a paradigm of a tumor-specific target for therapy,2004.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00747,Novel systemic therapies for breast cancer,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00748,Treatment options for endometrial cancer: Experience with topotecan,2003.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00749,Clinical data and pharmacokinetics of a docetaxel-vinorelbine combination in anthracycline resistant/relapsed metastatic breast cancer,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00750,Landmark adjuvant randomized clinical trials of systemic therapy in early breast cancer,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00751,Salvage treatment of metastatic breast cancer with docetaxel and carboplatin: A multicenter phase II trial,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00752,Role of gemcitabine in the treatment of advanced and metastatic breast cancer,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00753,High-dose consolidation chemotherapy with idarubicin and alkylating agents following induction with gemcitabine-epirubicin-paclitaxel in metastatic breast cancer: A dose finding study,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00754,Preoperative therapy with trastuzumab and paclitaxel followed by sequential adjuvant doxorubicin/cyclophosphamide for HER2 overexpressing stage II or III breast cancer: A pilot study,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00755,Full Dose Paclitaxel Plus Vinorelbine as Salvage Chemotherapy in Anthracycline-Resistant Advanced Breast Cancer: A Phase II Study,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00756,Combining trastuzumab (Herceptin®) with hormonal therapy in breast cancer: What can be expected and why?,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00757,The pipeline of new anticancer agents for breast cancer treatment in 2003,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00758,HER-2/neu and topoisomerase IIα - Simultaneous drug targets in cancer,2003.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00759,Emerging strategies in the management of breast cancer,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00760,Emerging role of taxanes in adjuvant and neoadjuvant therapy for breast cancer: The potential and the questions,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00761,Gemcitabine and anthracyclines in breast cancer,2003.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00762,Liposomally targeted cytotoxic drugs for the treatment of cancer,2002.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00763,Paclitaxel in cancer therapy,2002.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00764,Phase II study of oxaliplatin and fluorouracil in taxane- and anthracycline-pretreated breast cancer patients,2002.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00765,Lack of activity of stealth liposomal doxorubicin in the treatment of patients with anthracycline-resistant breast cancer,2002.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00766,"The metabolic syndrome in long-term cancer survivors, and important target for secondary preventive measures",2002.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00767,Critical review of current treatment strategies for advanced hormone insensitive breast cancer,2002.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00768,Second and subsequent lines of chemotherapy for metastatic breast cancer: What did we learn in the last two decades?,2002.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00769,The role of anthracyclines and taxanes in the current treatment of metastatic breast cancer; Stellenwert der anthrazykline und taxane in der modernen therapie des metastasierten mammakarzinoms,2002.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00770,Gemcitabine plus cisplatin for the treatment of metastatic breast cancer,2002.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00771,Impact of the basic amine on the biological activity and intracellular distribution of an aza-anthrapyrazole: BBR 3422,2001.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00772,Chemotherapy for breast cancer,2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00773,New combinations with Herceptin® in metastatic breast cancer,2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00774,Drug resistance in hematologic malignancies,2001.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00775,"Breast cancer in the clinic: Treatments past, treatments future",2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00776,Whither high-dose chemotherapy in breast cancer?,2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00777,A short course of induction chemotherapy followed by two cycles of high-dose chemotherapy with stem cell rescue for chemotherapy naive metastatic breast cancer,2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00778,Trastuzumab: Designer drug or fashionable fad?,2001.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00779,"5'-deoxy-5-fluorouridine, medroxyprogestrone acetate and mitoxantrone hydrochloride for advanced or recurrent breast cancer",2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00780,High-dose thiotepa and melphalan with hemopoietic progenitor support following induction therapy with epirubicin-paclitaxel-containing regimens in metastatic breast cancer (MBC),2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00781,Combination of docetaxel and doxorubicin as first-line chemotherapy in metastatic breast cancer,2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00782,Proposed treatment guidelines for HER2-positive metastatic breast cancer in Europe,2001.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00783,Combined anthracycline-taxane regimens in the adjuvant setting,2001.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00784,Administration strategies of cytotoxic and cytostatic agents in solid tumor therapy,2001.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00785,Docetaxel (Taxotere) in combination with anthracyclines in the treatment of breast cancer,2000.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00787,State-of-the-art chemotherapy for advanced breast cancer,2000.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00788,Current and planned clinical trials with trastuzumab (Herceptin),2000.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00789,Phase I study of liposomal annamycin,2000.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00790,Treatment of refractory metastatic breast cancer with 5-fluorouracil plus levofolinic acid as continuous venous infusion: A phase II study,1999.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00791,A phase II study of the effectiveness of docetaxel (Taxotere) in women with advanced breast cancer previously treated with polychemotherapy,1999.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00792,Doxorubicin/taxane combinations: Cardiac toxicity and pharmacokinetics,1999.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00793,Docetaxel and anthracycline polychemotherapy in the treatment of breast cancer,1999.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00794,Review of docetaxel and doxorubicin-based combinations in the management of breast cancer: From metastatic to adjuvant setting,1999.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00795,A review of the efficacy and safety of docetaxel as monotherapy in metastatic breast cancer,1999.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00796,"Mitoxantrone, 5-fluorouracil and low-dose leucovorin in doxorubicin- resistant advanced breast cancer patients: A phase II study",1999.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00797,New approaches in cancer treatment,1999.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00798,Cancer treatment: The last 25 years,1999.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00800,"Phase I - II study of oral idarubicin, tegafur and levo-folinate in patients with pretreated advanced breast cancer",1999.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00801,Docetaxel versus doxorubicin in patients with metastatic breast cancer who have failed alkylating chemotherapy: A preliminary report of the randomized phase III trial,1998.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00802,Preliminary Results of a Phase II Study: Paclitaxel Plus Vinorelbine in Metastatic Breast Ca Patients with Contraindications to Receive Anthracyclines,1998.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00803,Trastuzumab and capecitabine for metastatic breast cancer,1998.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00804,Anti-angiogenic therapies in cancer clinical trials,1998.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00805,Recent developments in drug resistance and apoptosis research,1998.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00806,Phase II study of dexverapamil plus anthracycline in patients with metastatic breast cancer who have progressed on the same anthracycline regimen,1998.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00807,ASCO 1998: A commentary,1998.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00808,"The HER-2/neu oncogene in breast cancer: Prognostic factor, predictive factor, and target for therapy",1998.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00809,"Mitoxantrone, fluorouracil, and L-folinic acid in anthracycline-pretreated metastatic breast cancer patients",1997.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00810,Docetaxel vs doxorubicin in metastatic breast cancer resistant to alkylating chemotherapy,1997.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00811,Efficacy and safety of docetaxel in clinical trials,1997.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00812,Early detection of the anthracycline-induced cardiotoxicity. A non-invasive haemodynamic study,1997.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00814,Paclitaxel in combination with vinorelbine in pretreated advanced breast cancer patients,1996.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00815,Liposomal drug delivery,1996.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00816,Doxorubicin/paclitaxel combination chemotherapy for metastatic breast cancer: The Eastern Cooperative Oncology Group experience,1995.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00817,"Phase II study of high-dose epirubicin, lonidamine, alpha 2b interferon in advanced breast cancer",1995.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00819,The anthrapyrazoles,1995.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00820,The use of anthracyclines in the adjuvant treatment of breast cancer,1995.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00821,Clinical studies with modulators of multidrug resistance,1995.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00822,Cancer and age,1994.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00823,Salvage chemotherapy of breast cancer,1994.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00824,Treatment considerations for older patients with cancer,1994.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00825,Clinical evaluation of liposome encapsulated doxorubicin and the modulation of multidrug resistance in cancer cells,1994.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00826,Clinical Pharmacokinetics of Epirubicin,1994.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00827,"FAC (fluorouracil, doxorubicin, cyclophosphamide) as second line chemotherapy in patients with metastatic breast cancer progressing under FEC (fluorouracil, epirubicin, cyclophosphamide) chemotherapy",1994.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R00828,Paclitaxel: A Review of its Pharmacodynamic and Pharmacokinetic Properties and Therapeutic Potential in the Treatment of Cancer,1994.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00829,Paclitaxel: A new antineoplastic agent for refractory ovarian cancer,1993.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00830,"Epirubicin: A Review of its Pharmacodynamic and Pharmacokinetic Properties, and Therapeutic Use in Cancer Chemotherapy",1993.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00831,"Taxol: The first of the taxanes, an important new class of antitumor agents",1992.0,Scopus,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R00832,The anthrapyrazoles: A new class of compounds with clinical activity in breast cancer,1992.0,Scopus,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
