record_id,title,year,source,Final_decision,Final_reason_code,Final_notes,FullText_needed
R01150,"Strain Imaging: utility in Early Diagnosis of Chemotherapy Induced Cardiac Dysfunction, an Edge Over Routine Echocardiography",2023.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01151,Cardiac Rehabilitation Program on the Prevention of Cardiotoxicity in Breast Cancer Patients Undergoing Treatment with Anthracyclines And/or Trastuzumab,2025.0,CENTRAL (trials export),INCLUIR,,Cumple criterios en T/A; pasar a texto completo,SÍ
R01152,Cardiac Rehabilitation Improves Fitness in Patients With Subclinical Markers of Cardiotoxicity While Receiving Chemotherapy: a RANDOMIZED CONTROLLED STUDY,2023.0,CENTRAL (trials export),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01154,Exercise training decreases Neuregulin-1 concentrations in HER2-positive breast cancer patients undergoing adjuvant trastuzumab: the CARDAPAC study,2026.0,PubMed,INCLUIR,,,SÍ
R01155,A Study on the Effect of an Exercise Program on Protecting Heart Health in Breast Cancer Patients During Anti-Cancer Treatment,2025.0,CENTRAL (trials export),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01156,FEASIBILITY of A HOSPITAL-BASED VIGOROUS AEROBIC and RESISTANCE EXERCISE INTERVENTION during CHEMOTHERAPY in WOMEN with BREAST CANCER: a RANDOMISED CONTROLLED TRIAL PROTOCOL,2025.0,CENTRAL (trials export),INCLUIR,,,SÍ
R01160,Machine Learning Model Based on Multiparametric MRI for Distinguishing HER2 Expression Level in Breast Cancer.,2026.0,CINAHL (EBSCO),DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01161,Oral Communications.,2025.0,SPORTDiscus (EBSCO),EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01164,High-Intensity Interval Training for Stage I-III Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01165,Assessment for Long-Term Cardiovascular Impairment Associated With Trastuzumab Cardiotoxicity in HER2-Positive Breast Cancer Survivors,,ClinicalTrials.gov,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01166,Physical Activity Intervention on Myocardial Function in Patients With HER2 + Breast Cancer,,ClinicalTrials.gov,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01167,Combination Therapy With MYOCET® (Doxorubicin HCL Liposome for Injection) in Participants With HER2-Positive Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01168,"A Study Evaluating Pertuzumab (Perjeta) Combined With Trastuzumab (Herceptin) and Standard Anthracycline-based Chemotherapy in Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Locally Advanced, Inflammatory, or Early-stage Breast Cancer",,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01169,"Mechanisms, Predictors, and Social Determinants of Cardiotoxicity in Breast Cancer",,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01171,"A Two-Arm Study to Evaluate the Pharmacokinetics, Efficacy, and Safety of Subcutaneous Administration of the Fixed-Dose Combination of Pertuzumab and Trastuzumab in Combination With Chemotherapy in Chinese Participants With HER2-Positive Early Breast Cancer",,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01172,A Study of Pertuzumab and Trastuzumab Subcutaneous (SC) Treatment in Combination With a Taxane in Participants With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Metastatic Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01173,Impact of (Neo)Adjuvant Therapy Associating Anthracyclines and Taxanes With or Without Trastuzumab on Skeletal Muscle in Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01174,Prediction in Silico of Pathological Response in a Prospective Cohort Study of Early Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01175,Kinetics of Troponin and BNP in Breast Cancer Chemotherapy With Adriamycin and Trastuzumab,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01177,The Effects of HER2 Receptor Signaling on Human Brown Fat Activity,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01178,Characterization and Kinetic of Chemotherapy-induced Cardiovascular Toxicity in Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01179,Prolonged Overnight Fasting and/or Exercise on Fatigue and Other Patient Reported Outcomes in Women With Hormone Receptor Positive Advanced Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01180,CARdiac Function Evaluation in Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01181,A Study to Evaluate Patient Preference for Home Administration of Fixed-Dose Combination of Pertuzumab and Trastuzumab for Subcutaneous Administration in Participants With Early or Locally Advanced/Inflammatory HER2-Positive Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01183,Acute and Long-term Cardiovascular Toxicity After Modern Radiotherapy for Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01184,Multidisciplinary Team IntervenTion in CArdio-ONcology (TITAN Study),,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01185,Attenuating Cancer Treatment-related Toxicity in Oncology Patients With a Tailored Physical Exercise Program,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01186,Preventing Breast Cancer Therapy-related Cardiovascular Toxicity With a Daily-adapted Program With Mhealth Support,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01188,Genetics and Heart Health After Cancer Therapy,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01190,Cardio-Oncology Rehabilitation Exercise,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01191,Exercise in Triple- Negative Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01193,Diet Restriction and Exercise-induced Adaptations in Metastatic Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01194,Cardio-Oncology Rehabilitation Care Process,,ClinicalTrials.gov,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01195,Exercise Prescription Guided by Heart Rate Variability in Breast Cancer Patients,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01196,Pilot Study of an NTproBNP Guided Strategy of Cardioprotection,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01197,Early Detection of CMP in Patients With Breast Cancer Using Cardiac Magnetic Resonance,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01198,MRI in Detecting Heart Damage in Patients With Cancer Receiving Chemotherapy With Exercise Capacity Addendum,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01199,Short-term Impacts of Endocrine Therapy on Cardiovascular and Brain Health Outcomes in Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01200,Study of the Effect of Eplerenone on Heart Function in Women Receiving Anthracycline Chemotherapy for Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01201,Exercise for Ameliorating Chemotherapy Cardiotoxicity,,ClinicalTrials.gov,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01202,Chronic Impacts of Endocrine Therapy on Cardiovascular and Brain Health Outcomes in Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01203,The Effects of Two Exercise Interventions on Breast Cancer Patients Undergoing Cardiotoxic Chemotherapies,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01204,Adapted Physical Activity for Breast Cancer HER2 Positive Patient,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01205,Understanding and Predicting Breast Cancer Events After Treatment,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01206,Resistance vs. Aerobic Training on Breast Cancer Patients Undergoing Neoadjuvant Treatment,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01207,Breast Cancer Long-term Outcomes on Cardiac Functioning: a Longitudinal Study,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01208,A Post-treatment Program to Identify and Manage Complications Related to Oncology or Hematology Treatments in Cancer Survivors.,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01209,Physiotherapy Program Impact on Breast Cancer-Related Lymphedema,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01210,Stem Cell Injection in Cancer Survivors,,ClinicalTrials.gov,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01211,Effect of Hydrotherapy on Children With Brain Tumor,,ClinicalTrials.gov,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01212,Stress Echo 2030: the Novel ABCDE-(FGLPR) Protocol to Define the Future of Imaging,,ClinicalTrials.gov,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01213,PRE-Pregnancy Weight Loss And the Reducing Effect on CHILDhood Overweight - Aarhus,,ClinicalTrials.gov,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01214,Prevention Using Exercise Rehabilitation to Offset Cardiac Toxicities Induced Via Chemotherapy,,ClinicalTrials.gov,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01216,Study of Cardiopulmonary Exercise Testing in Women Who Have HER2-Positive Breast Cancer With Mild Cardiotoxicity,,ClinicalTrials.gov,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01217,Acute Exercise Cardioprotection From Doxorubicin,,ClinicalTrials.gov,DUDA,TA4,No queda claro que sea ECA/RCT en T/A,SÍ
R01218,Home-based Respiratory Muscle Training for Minimizing Side Effects in Patients Undergoing Treatment for Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01220,"Breast cancEr, FITness and ExeRcise for Heart Health: The BE-FITTER Study",,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01221,Prehabilitation With Resistance-exercise Training for Breast Cancer Neoadjuvant Therapy,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01222,A Study of Blood Pressure Control During Cancer Treatment,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01223,All-extremity Exercise During Breast Cancer Chemotherapy,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01224,"Barriers to Therapeutic Exercise in Breast Cancer Patients Before, During, and After Chemotherapy",,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01225,Rowing Following Breast Cancer Chemotherapy,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01226,"Effects of Continuous and Interval Physical Training Through the Intensity of the Incremental Shuttle Walk Test, on Functional Capacity and Quality of Life in Women With Malignant Breast Cancer During Chemotherapy Treatment",,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01227,Effect of Anthracyclines and Cyclophosphamide on Cardiovascular Responses,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01228,HIIT Following Breast Cancer Chemotherapy,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01229,Late Cardiac Evaluation of the Three Arm Belgian Trial Involving Node-positive Early Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01230,A Trial Assessing Feasibility of Allostatic Load Biomarkers and CVD Risk Among Black Breast Cancer Survivors,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01231,Nutritional Intervention-induced Weight Loss During the Oncological Treatment of Obesity-related Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01232,A Novel Approach Utilizing Organ Specific Age Proteomics,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01233,Impact of Metabolic Health Patterns And Breast Cancer Over Time in Women,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01234,Effect of Physical Exercise on Tumor Proliferation of Luminal B Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01235,Home-Based Exercise Program During Neoadjuvant Treatment to Improve Fatigue and Quality of Life in Early HER2-Positive and Triple-Negative Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01236,Impact of Exercise on Quality of Life of EBC Patients on Treatment With Adjuvant AI With or Without CDK4/6 Inhibitors,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01237,Water and Land-based Aerobic Training in Breast Cancer Survivors,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01238,"Lifestyle, Exercise and Nutrition Study 2 (LEAN 2)",,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01239,Predicting Effective Adaptation to Breast Cancer to Help Women to BOUNCE Back,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01240,Walking Meditation Exercise in Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01241,The EMBRACE Study The EMBRACE Study,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01242,Arterial Stiffness in Individuals With Breast Cancer,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01243,MRI and Cardio-Pulmonary Exercise Testing in Evaluating Exercise Intolerance in Patients With Stage I-III Breast Cancer After Chemotherapy Treatment,,ClinicalTrials.gov,DUDA,TA3,No se menciona antraciclina/anti-HER2 en T/A,SÍ
R01245,CIPN in Early Stage Breast Cancer Patients,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01246,Effects Of Concentric Cycling Training Protocol During (Neo)Adjuvant Chemotherapy in Breast Cancer Patients: PROTECT-07 Study,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01247,"Docetaxel Based Anthracycline Free Adjuvant Treatment Evaluation, as Well as Life Style Intervention",,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01248,Improving Exercise Capacity With Tailored Physical Activity in Lymphoma & Breast Cancer Patients Undergoing Tx,,ClinicalTrials.gov,EXCLUIR,TA5,No se mencionan endpoints cardiacos/biomarcadores en T/A,NO
R01249,Cancer Activity and Lifestyle Measurement Study,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01250,Eribulin Mesylate Phase IV Clinical Trial in Korean Patients With Metastatic or Locally Advanced Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01251,Myocardial Perfusion and Fibrosis in Cancer Survivors,,ClinicalTrials.gov,EXCLUIR,TA1,No parece cáncer de mama (según T/A),NO
R01252,Effects of Ketogenic Diet in Overweight and Obese Women With Breast Cancer,,ClinicalTrials.gov,EXCLUIR,TA2,No parece intervención de ejercicio/entrenamiento (según T/A),NO
R01253,Cardiotoxicity Assessment and Reduction Through Exercise in BREAST Cancer,2026.0,ClinicalTrials.gov,INCLUIR,,,SÍ
R01263,Identification of chemotherapy-induced cardiac damage using novel exercise magnetic resonance imaging in breast cancer patients and exercise training for prevention; a pilot study.,2016.0,WHO ICTRP,INCLUIR,,,SÍ
